Product Name,Transaction Count,Rating Score,Rating Count,Product Score,Response Time,SLA,Price,Category,Delivery Mode,Delivery Time,Created On,Product Score Missing
自然语言处理-智能数码数码配件闪光灯手柄电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能电脑办公文具学生文具电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能美妆护肤面部护肤洁面电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能汽车用品美容清洗打蜡机电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能汽车用品安全自驾胎压计电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外轮滑滑板轮滑护具电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能玩具乐器西洋管乐器萨克斯电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能厨具烹饪锅具高压锅电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能服饰内衣服饰配件围巾手套帽子套装电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT...,10,5.0,1.0,3.6,,,0.01,,API,,,1
智能图像分析-智能飞盘统计计数检测与识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
印刷文字识别-智能国家安全应急服务支撑单位证书识别-艾科瑞特（iCREIDT）,10,5.0,1.0,3.6,,,0.01,,API,,2021-11-01,1
印刷文字识别-智能硬质合金烧结工国家职业资格证书/硬质合金烧结工职业技能等级证书识别-艾科瑞特（iCREDIT...,10,5.0,1.0,3.6,,,0.01,,API,,2021-11-11,1
自然语言处理-智能运动户外游泳用品男士泳衣电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,2021-12-16,1
自然语言处理-智能运动户外瑜伽舞蹈体操垫电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能美妆护肤香水彩妆粉底液膏电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能汽车用品汽车装饰遮阳挡雪挡电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能母婴童鞋学步鞋步前鞋电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能电脑办公电脑组件装机配件电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
智能图像分析-智能交通运输工具加长豪华轿车统计计数检测与识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能食品饮料粮油调味南北干货电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外游泳用品泳帽电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外垂钓用品钓竿电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能汽车用品维修保养千斤顶电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能玩具乐器创意减压创意玩具电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外运动护具护指电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
印刷文字识别-智能菲律宾护照识别（中国香港节点）-艾科瑞特科技（iCREDIT）,10,5.0,2.0,3.6,,,0.01,,API,,,1
印刷文字识别-智能有害生物防制员国家职业资格证书/有害生物防制员职业技能等级证书识别-艾科瑞特（iCREDIT...,10,5.0,1.0,3.6,,,0.01,,API,,,1
智能图像分析-智能游泳衣游泳套装泳装泳衣统计计数检测与识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能汽车用品安全自驾充气泵电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能汽车用品安全自驾安全锤电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能玩具乐器西洋管乐器巴松大管电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外运动鞋包棉服电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能汽车用品维修保养刹车油管电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能家居日用家装软饰相框照片墙电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
印刷文字识别-智能眼镜验光员国家职业资格证书/眼镜验光员职业技能等级证书识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能厨具咖啡具打奶器电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能汽车用品汽车装饰排挡手刹套电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外运动鞋包羽绒服电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能汽车用品汽车装饰座套电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能电脑办公外设产品移动机械硬盘电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能电脑办公办公设备打印机电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能服饰内衣服饰配件防辐射眼镜电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能珠宝首饰发饰发饰套装电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
印刷文字识别–智能深圳市占用占路挖掘许可决定书许可证占道公示牌识别-艾科瑞特（iCREDIT）,10,5.0,2.0,3.6,,,0.01,,API,,2020-07-02,1
智能图像分析-智能刀统计计数检测与识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,2021-06-10,1
智能图像分析-智能甜甜圈统计计数检测与识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,2021-06-10,1
印刷文字识别-智能道路运政从业人员资格证识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,8.0,93.0,0.01,,API,,,1
智能图像分析-智能壁炉火炉统计计数检测与识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能汽车用品安全自驾摩托车喇叭电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外运动鞋包T恤电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能汽车用品安全自驾保温箱电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外体育用品网球捡球器电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能玩具乐器西洋管乐器长号电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
智能图像分析-智能训练台统计计数检测与识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能电脑办公外设产品手写板电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能电脑办公电脑整机一体机电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外户外鞋服软壳衣裤电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能食品饮料粮油调味米电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能汽车用品维修保养高压线电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能玩具乐器民族弹拨乐器阮电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
智能图像分析-智能华住酒店管理集团宜必思酒店区域空间分析分类识别-艾科瑞特（iCREDIT）,10,5.0,494.0,3.6,,,0.01,,API,,2020-05-07,1
自然语言处理-智能服饰内衣内衣泳衣电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
企业知识图谱-智能光能单位换算计算-艾科瑞特（iCREDIT）,10,5.0,108.0,3.6,,,0.01,,API,,2020-08-14,1
自然语言处理-智能母婴奶粉孕妈奶粉电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,2021-12-26,1
智能图像分析-智能健身运动器材沙袋统计计数检测与识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,2021-06-07,1
自然语言处理-智能汽车用品汽车装饰汽车钥匙扣包电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,2021-12-10,1
自然语言处理-智能厨具咖啡具磨豆机电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,2021-12-16,1
自然语言处理-智能服饰内衣女装羊绒衫电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,2021-12-26,1
自然语言处理-智能运动户外体育用品篮球包电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,2021-12-26,1
自然语言处理-智能母婴童车童床滑板车电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,2021-12-26,1
自然语言处理-智能玩具乐器民族吹奏乐器箫电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外户外鞋服雪地靴电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能厨具烹饪锅具火锅电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能数码数码配件镜头附件电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能珠宝首饰水晶玛瑙摆件挂件电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
智能图像分析-智能野生动物鹦鹉虎皮鹦鹉兰小鹦鹉灰鹦鹉折衷鹦鹉月轮鹦鹉统计计数检测与识别-艾科瑞特...,10,5.0,1.0,3.6,,,0.01,,API,,,1
智能图像分析-智能捕虫器昆虫蚊虫虫害统计检测与识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外运动鞋包板鞋电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外体育用品羽毛球网架电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外骑行运动公路车电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能玩具乐器响铃安抚玩具床铃床挂电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,2.0,3.6,,,0.01,,API,,,1
自然语言处理-智能母婴童装裙子电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
智能图像分析-智能出租车计程车的士网约车统计计数检测与识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能美妆护肤男士面部护肤男士乳液面霜电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT...,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能电脑办公电脑整机平板电脑配件电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能电脑办公外设产品电脑工具电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能数码摄影摄像影棚器材电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能食品饮料节庆食品礼券月饼电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外瑜伽舞蹈瑜伽砖电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外冰上运动冰球鞋电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能珠宝首饰翡翠翡翠吊坠电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能运动户外武术搏击太极电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能食品饮料茗茶花果茶电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能厨具餐具果盘果篮电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能厨具烹饪锅具平底锅煎锅电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能服饰内衣女装小西装电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能汽车用品汽车装饰无线充支架电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能家用电器厨卫大家电榨汁机电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能玩具乐器键盘乐器电子琴电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能玩具乐器响铃安抚玩具不倒翁玩具电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,2.0,3.6,,,0.01,,API,,,1
自然语言处理-智能母婴童装马甲电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能食品饮料茗茶龙井电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
智能图像分析-智能高尔夫运动高尔夫球统计计数检测与识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能玩具乐器早教智能玩具早教盒子套装电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT...,10,5.0,1.0,3.6,,,0.01,,API,,,1
印刷文字识别-智能金属热处理工国家职业资格证书/金属热处理工职业技能等级证书识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
自然语言处理-智能家用电器商用电器商用压面机电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.6,,,0.01,,API,,,1
印刷文字识别-智能印度护照识别（中国香港节点）-艾科瑞特科技（iCREDIT）,10,5.0,2.0,3.6,,,0.01,,API,,,1
企业知识图谱-智能国家职业技能等级证书查询与验证-艾科瑞特科技（iCREDIT）,10,5.0,1.0,3.6,,,3.0,,API,,2019-03-04,1
国学知识图谱-智能抽签诗抽签词抽签诗词知识图谱-艾科瑞特科技（iCREDIT）,10,5.0,45.0,3.6,,,0.01,,API,,2019-02-25,1
CentOS 6.6 64位,17,4.5,2.0,,,,0.0,,镜像,,2018-07-17,0
Ubuntu22.04 Desktop TLS(图形化桌面),10,0.0,0.0,,,,10.0,,镜像,,2023-01-10,0
Discuz平台（CentOS7.6 LNMP PHP7.0）,39,4.81,8.0,,,,0.0,,镜像,,2017-05-16,0
Java多版本环境_多版本自由切换（Win2016 64位 java Tomcat mysql）,26,4.97,59.0,,,,0.0,,镜像,,2017-03-27,0
禅道项目管理系统 Anolis OS（龙蜥国产化操作系统）,31,4.68,4.0,,,,0.0,,镜像,,2016-12-15,0
手机二要素-手机身份二要素-手机号身份证二要素-手机二要素接口-手机二要素实名认证-手机实名认证-运营商...,10,5.0,1.0,3.9,,,5.0,,API,,2024-03-20,1
手机号在网时长-运营商手机在网时长-三网手机在网时长-手机号入网时长查询-三网运营商入网时长-全网手机在...,10,5.0,1.0,3.9,,,5.0,,API,,2024-03-19,1
超长短信-短信发送接口-短信发送平台-通知短信-短信群发平台-短信发送API,40,5.0,6.0,3.9,,,188.0,,API,,2019-02-18,1
【企业服务节-低至0.001】短信防刷防水墙_机刷短信卫士_短信验证码保护_无感验证码_代替滑动验证码_试用...,10,5.0,2.0,,,,83.0,,人工服务,1.0,2022-08-16,0
人脸实人认证-人脸认证-人脸实名认证-人脸身份认证-人脸身份证比对-人像比对-人证比对-人证核身-人像实人...,10,5.0,1.0,3.9,,,2.0,,API,,2024-03-15,1
视频短信-彩信-彩信群发-彩信平台-手机报-视频短信平台-视频彩信-超级短信-视频短信API,10,5.0,3.0,3.9,37.0,100.0,200.0,,API,,2020-06-15,1
清单印章检测_医疗票据OCR识别_保险理赔/医保零星报销_快瞳科技,10,5.0,1.0,3.9,,,2.0,,API,,2022-12-20,1
【快瞳AI】通用表格OCR识别_表格识别提取_无线表格/无线表格/输出excel_支持私有化,18,5.0,2.0,3.9,79.0,100.0,10.0,,API,,2023-04-10,1
快递地址解析,10,0.0,0.0,3.9,58.0,99.0,49.0,,API,,2022-10-18,1
焚烧发电厂炉温数据,10,0.0,0.0,3.9,75.0,100.0,1.0,,API,,2021-04-16,1
【飞塔Fortinet官方镜像】FortiAnalyzer V6/V7（BYOL）日志收集分析器,12,0.0,0.0,,,,1.0,,镜像,,2024-02-01,0
护卫神全能安全环境（Win2016 IIS|ASP|PHP|.NET）,73,4.69,15.0,,,,0.0,,镜像,,2017-08-17,0
软件定制开发 网站定制 小程序 公众号开发 APP定制（支持iOS、Android）,31,5.0,31.0,,,,1.0,,人工服务,20.0,2018-04-03,0
MACCMS（视频网站管理系统）,10,5.0,1.0,,,,12.0,,镜像,,2016-08-05,0
H5响应式商城网站建设,10,5.0,4.0,,,,915.0,,人工服务,15.0,2018-11-29,0
云品牌官网-家居,10,0.0,0.0,,,,2.0,,镜像,,2021-11-18,0
云·速成美站展示型（ECS）,10,3.66,5.0,,,,20.0,精选,镜像,,2018-05-15,0
云-企业官网丨定制建站、案例说话,10,4.98,16.0,,,,415.0,,SaaS,,2018-01-18,0
云·速成美站（自助模板建站）,10,4.56,12.0,,,,25.0,,SaaS,,2017-11-27,0
印刷文字识别-智能支付宝微信小程序通信行程卡页截屏录屏拍屏识别-艾科瑞特科技,10,5.0,1.0,3.5,,,0.01,,API,,,1
Websoft9 多应用托管平台/运维面板/服务器管理-标准版,29,5.0,2.0,,,,1.0,,镜像,,2024-03-15,0
自然语言处理-智能运动户外棋牌麻将中国象棋电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.5,,,0.01,,API,,,1
智能图像分析-智能双燕医美品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.5,,,0.01,,API,,,1
自然语言处理-智能运动户外体育用品台球架杆器电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.5,,,0.01,,API,,,1
SVNServer可视化SVN配置管理器,10,5.0,1.0,,,,0.0,,镜像,,2017-01-04,0
Docker运行环境(Ubuntu16.04 64位）,38,5.0,1.0,,,,0.0,,镜像,,2017-04-06,0
智能图像分析-智能蒙牛每日鲜商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.5,,,0.01,,API,,,1
Joomla!企业建站|开源内容管理系统,10,5.0,1.0,,,,0.0,,镜像,,2020-07-28,0
CentOS 7.2 64位,24,5.0,2.0,,,,0.0,,镜像,,2018-06-28,0
智能图像分析-智能PPU品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.5,,,0.01,,API,,,1
响应式PC站+独立AMP手机网站套餐,10,5.0,1.0,,,,65.0,,SaaS,,2021-05-19,0
智能图像分析-智能亨氏商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.5,,,0.01,,API,,,1
MongoDB 4.2 社区版数据库(Centos7),10,5.0,1.0,,,,0.0,,镜像,,2020-05-13,0
免费版气象天气服务（经纬度）-墨迹天气,72,5.0,26.0,3.5,7.0,100.0,0.0,,API,,,1
印刷文字识别-智能淘宝我的淘宝我的订单全部订单详情页截屏录屏拍屏识别-艾科瑞特科技,10,5.0,1.0,3.5,,,0.01,,API,,,1
活体检测，支持全平台(Android，IOS，H5，小程序，公众号，浏览器)，炫光活体、多动作活体（眨眼、摇头、...,26,5.0,64.0,3.5,828.0,97.0,15.0,,API,,2021-03-24,1
Nodejs运行环境（含Mongodb CentOS7.3 64位）,78,3.0,1.0,,,,0.0,,镜像,,2017-09-05,0
云.速成H5-自适应自助建站系统 百度收录快 电脑手机微信三端一站搞定 预设千套企业网站模板 网站建设定制...,10,4.88,22.0,,,,74.0,,人工服务,1.0,2019-04-12,0
免费提供方案,10,4.86,14.0,,,,0.0,,人工服务,5.0,2017-09-22,0
文档编辑/预览服务器 ONLYOFFICE Docs,10,5.0,2.0,,,,30.0,,镜像,,2020-10-27,0
【飞塔Fortinet官方镜像】FortiManager	 V6/V7（BYOL）集中管理器,23,5.0,3.0,,,,1.0,,镜像,,2024-02-01,0
LNMP镜像（最新版本）,10,5.0,1.0,,,,0.0,,镜像,,2017-12-19,0
【新店铺】深信服虚拟VPN镜像,317,3.0,2.0,,,,0.0,精选,镜像,,2019-11-04,0
手机三要素-手机三要素认证-手机三要素实名认证-手机三要素认证接口-运营商三要素-运营商三要素接口-手机三...,30,5.0,117.0,4.8,,100.0,0.01,,API,,,1
气象数据服务专业版,10,0.0,0.0,3.8,47.0,100.0,1.0,,API,,2021-09-10,1
oracle11g oracle数据库,18,0.0,0.0,,,,0.0,,镜像,,2021-03-11,0
GPSBD卫星定位监控系统,10,0.0,0.0,,,,1.0,,镜像,,2018-12-18,0
【大甩卖】企业三要素查验-企业信息核验-企业三要素-悦保科技,10,0.0,0.0,4.8,5.0,100.0,2.0,,API,,2024-11-26,1
企业行政处罚信息查询,10,0.0,0.0,4.8,5.0,100.0,2.0,,API,,2022-07-14,1
CentOS 7.9 64位 图形化桌面界面(MATE 1.16.2 桌面),10,5.0,1.0,,,,0.0,,镜像,,2022-09-27,0
Windows 11 英文专业版 64位【2022年8月更新】21H2版win11,10,5.0,1.0,,,,0.0,,镜像,,2022-09-01,0
网站建设|企业建站|网站定制服务带设计制作,10,5.0,2.0,,,,82.0,,人工服务,5.0,2018-05-30,0
品牌站群系统丨1分钟3325个站，站站不一样,10,5.0,12.0,,,,332.0,,SaaS,,2020-04-07,0
银行卡五元素验证【发送验证码】,10,5.0,4.0,3.1,,,2.0,,API,,2018-06-08,1
【一对一设计】企业官网建设【送年限再送支付宝红包】,10,4.96,255.0,,,,82.0,,人工服务,15.0,2014-09-28,0
企业知识图谱-智能中文转拼音计算-艾科瑞特（iCREDIT）,10,5.0,86.0,3.4,,100.0,0.01,,API,,2020-08-03,1
智能图像分析-智能墨西哥太阳商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.4,,,0.01,,API,,,1
智能图像分析-智能PS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.4,,,0.01,,API,,,1
PHP运行环境（AMH 4.2面板 CentOS 6.5）,10,5.0,2.0,,,,0.0,,镜像,,2016-04-26,0
Java运行环境（CentOS6.5 JDK1.6/1.7/1.8）,10,5.0,1.0,,,,0.0,,镜像,,2016-06-20,0
实人认证(语音识别版),10,5.0,1.0,3.4,,,1.0,,API,,2020-09-27,1
宝塔windwos面板 For 2008 R2,28,5.0,4.0,,,,0.0,,镜像,,2018-04-11,0
企业知识图谱-非实时数据查询与验证-艾科瑞特（iCREDIT）,10,5.0,34.0,3.4,,100.0,1.0,,API,,2020-05-07,1
艾科瑞特（iCREDIT）-通用知识图谱数据分析-中国文物商店拍卖企业数据查询,10,5.0,606.0,3.4,,,0.01,,API,,,1
智能图像分析-智能蒙牛酸奶商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.4,,,0.01,,API,,,1
智能图像分析-智能大前门商品SKU产品检测与识别-艾科瑞特科技,10,5.0,2.0,3.4,,,0.01,,API,,,1
SQL Server 2012 SP4 Express,12,5.0,1.0,,,,0.0,,镜像,,,0
智能图像分析-智能LUCKY品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.4,,,0.01,,API,,,1
身份证四要素验证-身份证有效期核验-身份证四要素实名认证,16,5.0,52.0,3.4,,,5.0,,API,,2022-05-09,1
智能图像分析-智能蒙牛奶特商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.4,,,0.01,,API,,,1
智能图像分析-智能中华商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.4,,,0.01,,API,,,1
